order_id,customer_id,order_date,order_status,currency,total_amount,created_at,updated_at
ORD0000123,CUST00175,2026-05-04,completed,USD,471.71,2026-05-04T23:39:35,2026-05-04T23:39:35
ORD0000124,CUST00187,2026-05-04,completed,USD,2738.18,2026-05-04T15:55:42,2026-05-04T15:55:42
ORD0000125,CUST00023,2026-05-04,pending,USD,669.32,2026-05-04T08:54:04,2026-05-04T08:54:04
ORD0000126,CUST00156,2026-05-04,pending,USD,649.33,2026-05-04T22:17:34,2026-05-04T22:17:34
ORD0000127,CUST00190,2026-05-04,completed,USD,5355.77,2026-05-04T23:57:32,2026-05-04T23:57:32
ORD0000128,CUST00180,2026-05-04,completed,USD,6422.53,2026-05-04T04:59:44,2026-05-04T04:59:44
ORD0000129,CUST00134,2026-05-04,completed,USD,582.1,2026-05-04T12:37:23,2026-05-04T12:37:23
ORD0000130,CUST00043,2026-05-04,completed,EUR,1760.18,2026-05-04T09:26:20,2026-05-04T09:26:20
ORD0000131,CUST00188,2026-05-04,completed,EUR,1019.41,2026-05-04T09:47:07,2026-05-04T09:47:07
ORD0000132,CUST00086,2026-05-04,refunded,EUR,565.09,2026-05-04T01:04:07,2026-05-04T01:04:07
ORD0000133,CUST00068,2026-05-04,refunded,USD,3626.04,2026-05-04T02:19:31,2026-05-04T02:19:31
ORD0000134,CUST00128,2026-05-04,cancelled,USD,2480.71,2026-05-04T02:48:21,2026-05-04T02:48:21
ORD0000135,CUST00146,2026-05-04,completed,USD,334.1,2026-05-04T18:11:24,2026-05-04T18:11:24
ORD0000136,CUST00147,2026-05-04,completed,USD,568.3,2026-05-04T03:44:47,2026-05-04T03:44:47
ORD0000137,CUST00001,2026-05-04,cancelled,USD,3779.49,2026-05-04T18:31:32,2026-05-04T18:31:32
